Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 20 HeLa cells	Peptides Blank	Peptides Single cell 1	Peptides Single cell 2	Peptides Single cell 4	Peptides 100 HeLa cells	Peptides Single cell 3	Razor + unique peptides 20 HeLa cells	Razor + unique peptides Blank	Razor + unique peptides Single cell 1	Razor + unique peptides Single cell 2	Razor + unique peptides Single cell 4	Razor + unique peptides 100 HeLa cells	Razor + unique peptides Single cell 3	Unique peptides 20 HeLa cells	Unique peptides Blank	Unique peptides Single cell 1	Unique peptides Single cell 2	Unique peptides Single cell 4	Unique peptides 100 HeLa cells	Unique peptides Single cell 3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 20 HeLa cells	Identification type Blank	Identification type Single cell 1	Identification type Single cell 2	Identification type Single cell 4	Identification type 100 HeLa cells	Identification type Single cell 3	Sequence coverage 20 HeLa cells [%]	Sequence coverage Blank [%]	Sequence coverage Single cell 1 [%]	Sequence coverage Single cell 2 [%]	Sequence coverage Single cell 4 [%]	Sequence coverage 100 HeLa cells [%]	Sequence coverage Single cell 3 [%]	Intensity	Intensity 20 HeLa cells	Intensity Blank	Intensity Single cell 1	Intensity Single cell 2	Intensity Single cell 4	Intensity 100 HeLa cells	Intensity Single cell 3	iBAQ	iBAQ 20 HeLa cells	iBAQ Blank	iBAQ Single cell 1	iBAQ Single cell 2	iBAQ Single cell 4	iBAQ 100 HeLa cells	iBAQ Single cell 3	LFQ intensity 20 HeLa cells	LFQ intensity Blank	LFQ intensity Single cell 1	LFQ intensity Single cell 2	LFQ intensity Single cell 4	LFQ intensity 100 HeLa cells	LFQ intensity Single cell 3	MS/MS count 20 HeLa cells	MS/MS count Blank	MS/MS count Single cell 1	MS/MS count Single cell 2	MS/MS count Single cell 4	MS/MS count 100 HeLa cells	MS/MS count Single cell 3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q15654	Q15654	5	5	5	Thyroid receptor-interacting protein 6	TRIP6	sp|Q15654|TRIP6_HUMAN Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3	1	5	5	5	1	0	0	0	0	5	0	1	0	0	0	0	5	0	1	0	0	0	0	5	0	15.3	15.3	15.3	50.287	476	476	0	18.974	By matching					By MS/MS		3.8	0	0	0	0	15.3	0	4631100	285170	0	0	0	0	4345900	0	178120	10968	0	0	0	0	167150	0	0	0	0	0	0	657410	0	0	0	0	0	0	5	0	5				1242	1231;3832;4004;9427;11183	True;True;True;True;True	1265;3933;4107;9680;11478	4092;12507;13017;13018;29570;35195	3029;9065;9436;21545;25729	3029;9065;9436;21545;25729		
Q15691;Q9UPY8	Q15691	11;1	11;1	11;1	Microtubule-associated protein RP/EB family member 1	MAPRE1	sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3	2	11	11	11	7	0	1	5	7	8	0	7	0	1	5	7	8	0	7	0	1	5	7	8	0	48.1	48.1	48.1	29.999	268	268;281	0	92.164	By MS/MS		By matching	By matching	By MS/MS	By MS/MS		31.7	0	7.5	23.9	31.7	36.2	0	39510000	7221500	0	38519	218430	1523900	30508000	0	2079500	380080	0	2027.3	11496	80205	1605700	0	7160500	0	0	3860200	6121300	4287600	0	8	0	0	0	3	10	0	21				1243	1182;1968;2856;3095;4947;5643;6070;7145;7146;7685;8305	True;True;True;True;True;True;True;True;True;True;True	1216;2021;2933;3175;5070;5787;6228;7328;7329;7897;8532	3969;6538;6539;6540;6541;9397;9398;9399;10113;10114;15939;18163;18164;18165;18166;18167;18168;18169;19602;19603;19604;19605;19606;23058;23059;23060;23061;24543;26335;26336;26337;26338	2938;2939;4765;6848;6849;7395;11650;13246;13247;13248;13249;14245;14246;14247;14248;16757;16758;16759;17890;19204;19205	2938;4765;6849;7395;11650;13248;14245;16757;16759;17890;19204		
Q15714	Q15714	1	1	1	TSC22 domain family protein 1	TSC22D1	sp|Q15714|T22D1_HUMAN TSC22 domain family protein 1 OS=Homo sapiens OX=9606 GN=TSC22D1 PE=1 SV=3	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1.1	1.1	1.1	109.68	1073	1073	0	4.3389	By MS/MS							1.1	0	0	0	0	0	0	152820	152820	0	0	0	0	0	0	11756	11756	0	0	0	0	0	0	152820	0	0	0	0	0	0	1	0	0	0	0	0	0	1				1244	7919	TRUE	8138	25247	18402	18402		
Q15717;Q12926;P26378	Q15717	9;1;1	9;1;1	9;1;1	ELAV-like protein 1	ELAVL1	sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2	3	9	9	9	6	0	5	4	3	7	0	6	0	5	4	3	7	0	6	0	5	4	3	7	0	35.9	35.9	35.9	36.091	326	326;359;380	0	27.868	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS		24.5	0	16.6	12.3	10.1	23.6	0	16325000	2387400	0	350330	319870	459530	12808000	0	906970	132640	0	19463	17770	25529	711570	0	1801300	0	4786800	5004500	2389400	1559500	0	6	0	2	2	1	7	0	18				1245	563;2720;2892;4954;7964;9125;9630;10894;11562	True;True;True;True;True;True;True;True;True	585;2792;2970;5077;8185;9367;9889;11183;11866	1859;1860;1861;8997;8998;8999;9510;15958;15959;15960;15961;25389;25390;28647;30173;30174;30175;30176;30177;34218;36429;36430;36431;36432;36433	1387;1388;1389;6530;6531;6924;11662;11663;18510;20876;21985;21986;21987;24990;26693;26694;26695;26696	1387;6531;6924;11662;18510;20876;21985;24990;26694		
Q15738	Q15738	2	2	2	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"	NSDHL	"sp|Q15738|NSDHL_HUMAN Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2"	1	2	2	2	1	0	1	0	1	2	1	1	0	1	0	1	2	1	1	0	1	0	1	2	1	5.1	5.1	5.1	41.9	373	373	0	6.6631	By matching		By matching		By matching	By MS/MS	By matching	2.4	0	2.7	0	2.7	5.1	2.7	2909800	285170	0	147550	0	109600	2230200	137280	107770	10562	0	5464.9	0	4059.1	82600	5084.3	0	0	0	0	0	337370	0	0	0	0	0	0	2	0	2				1246	1169;10368	True;True	1202;10647	3911;3912;3913;3914;32562;32563	2902;23769	2902;23769		
Q15758	Q15758	4	4	4	Neutral amino acid transporter B(0)	SLC1A5	sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2	1	4	4	4	2	0	1	0	0	3	0	2	0	1	0	0	3	0	2	0	1	0	0	3	0	7.6	7.6	7.6	56.598	541	541	0	16.999	By MS/MS		By matching			By MS/MS		4.1	0	2.2	0	0	5.7	0	8055900	701070	0	70687	0	0	7284200	0	473880	41239	0	4158.1	0	0	428480	0	0	0	0	0	0	1101900	0	2	0	0	0	0	3	0	5				1247	1421;3830;9938;10085	True;True;True;True	1461;3931;10205;10353	4651;12496;12497;12498;31150;31586	3438;9059;9060;22689;23014	3438;9060;22689;23014		
Q15836;P63027;P23763	Q15836;P63027	4;3;1	4;3;1	4;3;1	Vesicle-associated membrane protein 3;Vesicle-associated membrane protein 2	VAMP3;VAMP2	sp|Q15836|VAMP3_HUMAN Vesicle-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=VAMP3 PE=1 SV=3;sp|P63027|VAMP2_HUMAN Vesicle-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=VAMP2 PE=1 SV=3	3	4	4	4	2	0	1	1	1	4	0	2	0	1	1	1	4	0	2	0	1	1	1	4	0	37	37	37	11.309	100	100;116;118	0	27.663	By MS/MS		By matching	By matching	By MS/MS	By MS/MS		30	0	17	17	17	37	0	10259000	643650	0	52287	37360	150260	9375300	0	2051800	128730	0	10457	7472.1	30052	1875100	0	951740	0	0	0	0	1110100	0	1	0	0	0	1	4	0	6				1248	178;6967;6968;9949	True;True;True;True	181;7147;7148;10216	554;555;556;557;558;22428;22429;31203;31204	397;398;399;16291;16292;22734	397;16291;16292;22734		
Q15843	Q15843	2	2	2	NEDD8	NEDD8	sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1	1	2	2	2	2	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0	1	0	30.9	30.9	30.9	9.0714	81	81	0	9.2303	By MS/MS					By MS/MS		30.9	0	0	0	0	13.6	0	1989300	1228100	0	0	0	0	761250	0	284190	175440	0	0	0	0	108750	0	1228100	0	0	0	0	0	0	3	0	0	0	0	1	0	4				1249	2313;4906	True;True	2372;5026	7648;7649;15826;15827	5584;5585;11574;11575	5584;11574		
Q15942	Q15942	17	17	17	Zyxin	ZYX	sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1	1	17	17	17	13	0	1	4	12	13	4	13	0	1	4	12	13	4	13	0	1	4	12	13	4	47.6	47.6	47.6	61.277	572	572	0	86.451	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By MS/MS	34.4	0	1.9	9.1	32.7	35	7.9	56747000	8514400	0	39348	158240	1919400	45331000	785530	2101800	315350	0	1457.3	5860.7	71089	1678900	29094	7561300	0	0	3081300	7505800	5749000	5926800	15	0	0	0	4	17	1	37				1250	1244;1364;1401;3155;3160;3862;5509;6248;8088;8099;8103;8323;8481;9794;11621;11802;11803	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1280;1401;1440;3239;3244;3963;5650;6409;8310;8321;8325;8550;8712;10059;11928;12111;12112	4146;4501;4502;4503;4610;10320;10321;10322;10323;10331;10332;10333;10334;12594;12595;12596;17734;17735;17736;20143;20144;25694;25695;25696;25697;25698;25733;25734;25744;25745;26370;26371;26842;26843;26844;26845;26846;30688;30689;30690;30691;30692;30693;36609;36610;36611;36612;37234;37235	3064;3337;3407;7515;7516;7524;7525;9128;9129;9130;12953;14638;14639;14640;18741;18742;18743;18744;18766;18773;19228;19229;19572;19573;19574;19575;22359;22360;22361;26829;26830;26831;26832;26833;27289;27290;27291	3064;3337;3407;7516;7524;9130;12953;14639;18741;18766;18773;19228;19575;22360;26830;27290;27291	395	158
Q16181;Q6ZU15	Q16181	8;1	8;1	8;1	Septin-7	7-Sep	sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPT7 PE=1 SV=2	2	8	8	8	5	0	1	1	4	7	2	5	0	1	1	4	7	2	5	0	1	1	4	7	2	22.2	22.2	22.2	50.679	437	437;432	0	35.433	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	14.9	0	2.7	2.7	9.6	16.9	4.8	24300000	1490300	0	40772	24723	435140	22113000	195540	900000	55197	0	1510.1	915.68	16116	819020	7242.2	1293500	0	0	0	2404700	2242500	1532600	3	0	0	0	1	7	0	11				1251	238;814;1950;2812;4896;5762;9957;11610	True;True;True;True;True;True;True;True	246;844;2003;2887;5016;5908;10224;11917	750;2684;2685;2686;6488;6489;6490;6491;6492;6493;9264;15802;18581;18582;18583;31221;36571;36572;36573;36574;36575	546;1985;4737;4738;6750;11553;13531;13532;22745;26802;26803	546;1985;4737;6750;11553;13532;22745;26803		
Q16186	Q16186	2	2	2	Proteasomal ubiquitin receptor ADRM1	ADRM1	sp|Q16186|ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2	1	2	2	2	1	0	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	2	0	5.4	5.4	5.4	42.153	407	407	0	21.922	By MS/MS					By MS/MS		3.9	0	0	0	0	5.4	0	3188400	210780	0	0	0	0	2977600	0	265700	17565	0	0	0	0	248130	0	0	0	0	0	0	450420	0	1	0	0	0	0	2	0	3				1252	9835;12408	True;True	10100;12732	30835;30836;39016	22458;22459;28626	22459;28626		
Q16222;Q3KQV9	Q16222	7;1	7;1	7;1	UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase	UAP1	sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3	2	7	7	7	3	0	0	0	3	5	0	3	0	0	0	3	5	0	3	0	0	0	3	5	0	18.2	18.2	18.2	58.768	522	522;507	0	20.84	By MS/MS				By matching	By MS/MS		7.9	0	0	0	6.5	12.1	0	7984800	479390	0	0	0	176040	7329300	0	221800	13316	0	0	0	4890	203590	0	598100	0	0	0	966160	768780	0	3	0	0	0	0	5	0	8				1253	536;1955;6547;9411;10475;10563;10953	True;True;True;True;True;True;True	556;2008;6713;9664;10756;10847;11243	1770;1771;6513;21110;29527;32898;32899;32900;33159;34422;34423	1321;4750;15326;21517;24023;24024;24229;25158	1321;4750;15326;21517;24024;24229;25158		
Q16378	Q16378	1	1	1	Proline-rich protein 4	PRR4	sp|Q16378|PROL4_HUMAN Proline-rich protein 4 OS=Homo sapiens OX=9606 GN=PRR4 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	9.7	9.7	9.7	15.097	134	134	0.0042245	1.7666							By MS/MS	0	0	0	0	0	0	9.7	165590	0	0	0	0	0	0	165590	20699	0	0	0	0	0	0	20699	0	0	0	0	0	0	854250	0	0	0	0	0	0	1	1				1254	1854	TRUE	1905	6156	4488	4488		
Q16401	Q16401	6	6	6	26S proteasome non-ATPase regulatory subunit 5	PSMD5	sp|Q16401|PSMD5_HUMAN 26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5 PE=1 SV=3	1	6	6	6	3	0	0	0	0	5	0	3	0	0	0	0	5	0	3	0	0	0	0	5	0	14.3	14.3	14.3	56.195	504	504	0	28.526	By MS/MS					By MS/MS		7.5	0	0	0	0	10.5	0	13826000	1300200	0	0	0	0	12525000	0	432050	40631	0	0	0	0	391420	0	0	0	0	0	0	1894700	0	3	0	0	0	0	5	0	8				1255	3727;4966;5280;6007;6598;11207	True;True;True;True;True;True	3828;5089;5418;6162;6764;11502	12192;12193;16007;16008;16981;19439;21261;35266	8836;8837;11697;11698;12407;14135;15448;25781	8837;11698;12407;14135;15448;25781		
Q16531	Q16531	16	16	16	DNA damage-binding protein 1	DDB1	sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1	1	16	16	16	8	0	4	5	6	12	1	8	0	4	5	6	12	1	8	0	4	5	6	12	1	16.8	16.8	16.8	126.97	1140	1140	0	28.644	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	8.2	0	3.2	4.2	5.4	12	0.6	28554000	2511200	0	179940	194620	485970	25129000	53173	492310	43296	0	3102.5	3355.5	8378.7	433260	916.78	2430400	0	2799200	3070900	2027400	3240000	0	8	0	0	0	1	10	0	19				1256	766;4733;5318;6036;6485;7193;7272;8306;8561;8786;9706;10245;10837;11857;11916;12418	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	794;4850;5457;6194;6651;7377;7457;8533;8794;9021;9967;10519;11126;12167;12231;12743	2537;15258;17082;17083;17084;17085;19523;20902;20903;20904;20905;23209;23210;23211;23511;26339;26340;26341;27047;27048;27049;27688;27689;27690;27691;30407;32117;34052;37401;37638;37639;37640;37641;37642;37643;39037	1886;11145;12479;12480;14192;15173;16866;16867;17118;19206;19207;19714;20182;20183;22159;23433;24866;27408;27573;27574;28643	1886;11145;12479;14192;15173;16867;17118;19207;19714;20182;22159;23433;24866;27408;27574;28643		
Q16543	Q16543	5	5	5	"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed"	CDC37	sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1	1	5	5	5	0	0	0	1	1	5	0	0	0	0	1	1	5	0	0	0	0	1	1	5	0	14	14	14	44.468	378	378	0	21.232				By matching	By MS/MS	By MS/MS		0	0	0	2.4	2.4	14	0	15038000	0	0	0	45107	228930	14764000	0	791500	0	0	0	2374	12049	777070	0	0	0	0	0	0	2233400	0	0	0	0	0	1	6	0	7				1257	1329;1945;2393;6795;10221	True;True;True;True;True	1365;1998;2454;6971;10493	4394;6474;7931;21852;21853;21854;32043;32044	3251;4726;5787;15881;15882;23376;23377	3251;4726;5787;15881;23376		
Q16555	Q16555	12	12	10	Dihydropyrimidinase-related protein 2	DPYSL2	sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1	1	12	12	10	5	0	0	0	6	10	0	5	0	0	0	6	10	0	4	0	0	0	5	8	0	26.6	26.6	21.5	62.293	572	572	0	37.592	By MS/MS				By MS/MS	By MS/MS		12.2	0	0	0	13.5	20.3	0	20309000	1700800	0	0	0	885150	17723000	0	597320	50023	0	0	0	26034	521270	0	2172300	0	0	0	3519700	2435400	0	5	0	0	0	5	9	0	19				1258	580;3781;3957;5297;5632;7378;7492;7761;8341;8502;9858;11197	True;True;True;True;True;True;True;True;True;True;True;True	603;3882;4060;5436;5776;7566;7697;7973;8568;8733;10124;11492	1915;12367;12906;12907;12908;17021;17022;18128;23797;23993;24786;24787;26412;26413;26414;26901;30913;30914;30915;35231;35232	1431;8963;9357;9358;12436;12437;13216;17328;17491;18066;18067;19258;19259;19260;19613;22513;22514;22515;25758;25759	1431;8963;9358;12437;13216;17328;17491;18067;19258;19613;22514;25758		
Q16563	Q16563	1	1	1	Synaptophysin-like protein 1	SYPL1	sp|Q16563|SYPL1_HUMAN Synaptophysin-like protein 1 OS=Homo sapiens OX=9606 GN=SYPL1 PE=1 SV=1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	4.2	4.2	4.2	28.565	259	259	0.00065531	2.5642	By MS/MS			By matching	By matching			4.2	0	0	4.2	4.2	0	0	196800	133850	0	0	17521	45427	0	0	17891	12169	0	0	1592.8	4129.8	0	0	0	0	0	0	192230	0	0	1	0	0	0	0	0	0	1				1259	10811	TRUE	11100	33972;33973;33974	24813	24813		
Q16576	Q16576	12	5	5	Histone-binding protein RBBP7	RBBP7	sp|Q16576|RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1	1	12	5	5	6	0	2	1	6	11	1	3	0	1	1	2	4	0	3	0	1	1	2	4	0	31.8	19.3	19.3	47.82	425	425	0	23.034	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	20	0	6.8	2.8	15.3	25.4	1.6	9699400	1494900	0	70465	26202	165190	7942600	0	538850	83049	0	3914.7	1455.6	9177.4	441260	0	1348700	0	0	0	926890	1119800	0	3	0	0	0	1	4	0	8				1260	3420;4298;4693;5009;6343;6660;6727;8987;10610;10745;11303;11360	True;True;True;False;True;False;False;False;False;False;True;False	3511;4407;4809;5138;6506;6832;6903;9225;10894;11032;11598;11659	11141;11142;11143;11144;13890;13891;13892;13893;15121;16128;20419;21449;21663;28265;28266;28267;33314;33315;33316;33317;33754;33755;33756;35552;35741;35742;35743	8103;8104;8105;10145;10146;11049;11788;14838;15583;15738;20606;20607;20608;24343;24344;24345;24655;24656;26020;26167	8105;10145;11049;11788;14838;15583;15738;20607;24344;24656;26020;26167		
Q16629	Q16629	5	4	4	Serine/arginine-rich splicing factor 7	SRSF7	sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1	1	5	4	4	4	0	5	4	4	5	3	3	0	4	3	3	4	3	3	0	4	3	3	4	3	21.8	16	16	27.366	238	238	0	13.77	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.1	0	21.8	18.1	18.1	21.8	12.6	18822000	1615200	0	439950	317040	409720	15633000	407230	1344400	115370	0	31425	22645	29266	1116600	29088	1805000	0	5084500	5218100	1965200	1896800	2270400	2	0	2	1	2	4	1	12				1261	391;3604;7849;9048;12035	True;True;False;True;True	403;3700;8066;9288;12351	1228;1229;1230;1231;1232;1233;11722;11723;11724;25050;25051;25052;25053;25054;28452;28453;28454;28455;28456;38004;38005;38006;38007;38008;38009	891;892;893;894;8514;18251;18252;18253;18254;18255;20740;27843;27844;27845;27846;27847;27848	892;8514;18251;20740;27844		
Q16643	Q16643	7	7	7	Drebrin	DBN1	sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4	1	7	7	7	5	0	1	1	3	6	1	5	0	1	1	3	6	1	5	0	1	1	3	6	1	14.5	14.5	14.5	71.428	649	649	0	111.32	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By MS/MS	10.2	0	3.1	3.1	7.6	14.5	1.4	39695000	2630300	0	51421	41814	822430	36065000	83725	1417700	93939	0	1836.5	1493.4	29373	1288100	2990.2	2834700	0	0	0	4562900	4168500	0	4	0	0	0	2	6	1	13				1262	490;2573;5689;5757;6922;9400;9803	True;True;True;True;True;True;True	505;2638;5833;5903;7102;9653;10068	1590;1591;1592;1593;8482;18319;18320;18563;18564;18565;18566;18567;22292;22293;29476;29477;30726	1181;1182;1183;1184;6159;13347;13348;13519;13520;13521;16186;21480;22381	1182;6159;13348;13521;16186;21480;22381		
Q16658	Q16658	26	26	26	Fascin	FSCN1	sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3	1	26	26	26	19	0	13	10	13	22	15	19	0	13	10	13	22	15	19	0	13	10	13	22	15	55	55	55	54.529	493	493	0	163.4	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	42.4	0	25.4	21.7	27.6	49.1	30	355780000	25908000	0	1325900	1120000	3131800	319670000	4625800	11859000	863580	0	44195	37333	104390	10656000	154190	28885000	0	22647000	24425000	17170000	26851000	25113000	19	0	4	4	9	25	12	73				1263	1547;1940;2683;3006;3435;5669;5725;6408;6948;7167;7537;8056;8363;9208;9928;11591;11592;11846;12094;12123;12245;12352;12365;12401;12504;12565	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1591;1993;2752;3084;3526;5813;5870;6572;7128;7351;7745;8278;8590;9454;10195;11896;11897;12156;12410;12439;12566;12676;12689;12725;12830;12891	5096;5097;5098;5099;6456;8850;8851;8852;8853;8854;9840;9841;9842;9843;9844;9845;9846;9847;9848;9849;9850;11197;11198;11199;18249;18439;18440;20604;20605;20606;20607;20608;20609;20610;20611;22365;22366;22367;22368;22369;23120;23121;23122;23123;23124;23125;24101;24102;25591;25592;25593;25594;25595;25596;26484;28906;28907;31119;36499;36500;36501;36502;36503;36504;36505;36506;36507;36508;37365;37366;37367;37368;38088;38147;38475;38476;38477;38478;38479;38480;38831;38832;38833;38834;38835;38836;38900;38901;38902;38903;38904;38905;38992;38993;38994;38995;39304;39305;39306;39307;39308;39501;39502	3763;3764;3765;4714;6429;7162;7163;7164;7165;7166;7167;7168;8150;8151;8152;13304;13435;13436;14962;14963;14964;14965;14966;14967;14968;16239;16240;16241;16242;16243;16804;16805;16806;16807;16808;16809;17569;18667;18668;18669;18670;18671;18672;19306;21059;22661;26750;26751;26752;26753;27378;27379;27925;27972;28223;28224;28225;28484;28485;28486;28487;28536;28537;28538;28539;28540;28609;28610;28851;28852;28853;28854;28979;28980	3765;4714;6429;7165;8151;13304;13436;14964;16239;16805;17569;18668;19306;21059;22661;26750;26753;27378;27925;27972;28224;28486;28537;28609;28852;28980		
Q16718	Q16718	3	3	3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	NDUFA5	sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3	1	3	3	3	2	0	1	0	1	2	0	2	0	1	0	1	2	0	2	0	1	0	1	2	0	43.1	43.1	43.1	13.459	116	116	0	8.9443	By MS/MS		By matching		By matching	By MS/MS		35.3	0	13.8	0	13.8	21.6	0	1882300	571260	0	17413	0	43136	1250500	0	268900	81608	0	2487.6	0	6162.3	178640	0	0	0	0	0	0	189160	0	2	0	0	0	0	2	0	4				1264	6026;10713;12514	True;True;True	6182;11000;12840	19501;33654;33655;33656;33657;39335	14173;24578;24579;28875	14173;24579;28875		
Q16719	Q16719	2	2	2	Kynureninase	KYNU	sp|Q16719|KYNU_HUMAN Kynureninase OS=Homo sapiens OX=9606 GN=KYNU PE=1 SV=1	1	2	2	2	1	0	0	0	1	2	0	1	0	0	0	1	2	0	1	0	0	0	1	2	0	5.4	5.4	5.4	52.351	465	465	0	4.4345	By MS/MS				By matching	By MS/MS		3.2	0	0	0	3.2	5.4	0	1920600	252770	0	0	0	117940	1549900	0	64018	8425.5	0	0	0	3931.2	51662	0	0	0	0	0	0	234450	0	1	0	0	0	0	2	0	3				1265	4438;5657	True;True	4553;5801	14345;18211;18212;18213	10494;13280;13281	10494;13280		
Q16836	Q16836	2	2	2	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"	HADH	"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3"	1	2	2	2	2	0	0	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	1	0	0	6.1	6.1	6.1	34.293	314	314	0.0042118	1.7455	By MS/MS				By matching			6.1	0	0	0	3.2	0	0	439410	413200	0	0	0	26213	0	0	23127	21747	0	0	0	1379.7	0	0	413200	0	0	0	0	0	0	2	0	0	0	0	0	0	2				1266	1892;10280	True;True	1945;10556	6303;32214;32215	4598;23513	4598;23513		
Q16851	Q16851	10	10	10	UTP--glucose-1-phosphate uridylyltransferase	UGP2	sp|Q16851|UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5	1	10	10	10	9	0	1	2	8	6	2	9	0	1	2	8	6	2	9	0	1	2	8	6	2	22.6	22.6	22.6	56.94	508	508	0	45.797	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	19.9	0	1.2	5.5	17.5	13.2	4.1	16491000	2948000	0	12330	30424	713620	12648000	139200	531980	95097	0	397.73	981.42	23020	408000	4490.4	2490800	0	0	620330	3587500	1359000	979460	8	0	0	0	2	7	0	17				1267	3739;4016;4969;5097;7179;7601;8235;8801;9426;11699	True;True;True;True;True;True;True;True;True;True	3840;4119;5092;5229;7363;7811;8459;9036;9679;12008	12229;13047;13048;13049;16013;16014;16015;16408;23164;23165;23166;23167;24268;24269;24270;26118;26119;27747;27748;27749;29566;29567;29568;29569;36906;36907;36908;36909	8865;9455;9456;9457;11702;11703;11986;11987;16837;16838;16839;17702;19045;20218;21543;21544;27054	8865;9455;11703;11986;16837;17702;19045;20218;21544;27054		
