Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Deamidation (NQ) site positions	Oxidation (M) site positions
sp|O43683|BUB1_HUMAN	sp|O43683|BUB1_HUMAN	1	1	1	sp|O43683|BUB1_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 OS=Homo sapiens OX=9606 GN=BUB1 PE=1 SV=1	1	1	1	1	0.6	0.6	0.6	122.37	1085	1085	0.26885	0.66684	194100	201790	15194	14006	5310.7	8495.5	4178.8	7808.4	5182.4	7269.7	0	194100	201790	15194	14006	5310.7	8495.5	4178.8	7808.4	5182.4	7269.7	0	4	4	4	4	4	4	3	4	4	4	0	21508000	4				1535	5708	True	5791	13899;13900;13901;13902	13969;13970;13971;13972	13972				
sp|O43684|BUB3_HUMAN	sp|O43684|BUB3_HUMAN	2	2	2	sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1	1	2	2	2	5.2	5.2	5.2	37.154	328	328	0.0045802	1.8648	66867	36755	4785.2	2600.2	1766.6	1048.5	1081.1	1499.7	1557.5	835.82	0	66867	36755	4785.2	2600.2	1766.6	1048.5	1081.1	1499.7	1557.5	835.82	0	4	4	4	4	4	2	2	4	4	3	0	6723100	4				1536	4923;6204	True;True	4999;6293	12150;12151;15180;15181	12208;12209;15256;15257	12209;15257				
sp|O43707|ACTN4_HUMAN;sp|P35609|ACTN2_HUMAN	sp|O43707|ACTN4_HUMAN	12;1	12;1	8;0	sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2	2	12	12	8	14.2	14.2	9.8	104.85	911	911;894	0	26.313	730690	1116300	48118	64017	11993	27544	14851	25534	15643	29442	0	730690	1116300	48118	64017	11993	27544	14851	25534	15643	29442	0	27	27	26	27	14	19	17	19	19	22	0	103380000	27				1537	234;445;1055;1332;1398;1924;2005;2487;4772;5498;5696;6143	True;True;True;True;True;True;True;True;True;True;True;True	235;447;1061;1345;1414;1952;2036;2527;4848;5582;5779;6232	624;625;1122;1123;1124;1125;2719;3468;3469;3470;3666;3667;3668;4981;4982;4983;5216;6410;6411;6412;11834;13408;13409;13866;13867;13868;15014	624;625;1128;1129;1130;1131;2731;3482;3483;3484;3681;3682;3683;5011;5012;5013;5246;6447;6448;6449;11892;13478;13479;13936;13937;13938;15090	624;1131;2731;3483;3681;5012;5246;6448;11892;13479;13937;15090				
sp|O43708|MAAI_HUMAN	sp|O43708|MAAI_HUMAN	1	1	1	sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3	1	1	1	1	3.7	3.7	3.7	24.212	216	216	0.38613	0.4139	100630	3673.9	5562.9	0	1457.9	0	2340.7	0	2326.7	0	0	100630	3673.9	5562.9	0	1457.9	0	2340.7	0	2326.7	0	0	2	2	2	0	2	0	2	0	2	0	0	16232000	2				1538	5868	True	5951	14296;14297	14366;14367	14367				
sp|O43766|LIAS_HUMAN	sp|O43766|LIAS_HUMAN	1	1	1	sp|O43766|LIAS_HUMAN Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=3	1	1	1	1	1.9	1.9	1.9	41.911	372	372	0.31953	0.61649	20188	10180	1403.1	770.51	446.73	416.12	722.97	518.91	715	578.28	0	20188	10180	1403.1	770.51	446.73	416.12	722.97	518.91	715	578.28	0	1	1	1	1	1	1	1	1	1	1	0	2343400	1				1539	5505	True	5589	13428	13498	13498				
sp|O43776|SYNC_HUMAN;REV__sp|H7BZ55|CRCC2_HUMAN	sp|O43776|SYNC_HUMAN;REV__sp|H7BZ55|CRCC2_HUMAN	2;1	2;1	2;1	sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1;sp|H7BZ55|CRCC2_HUMAN Putative ciliary rootlet coiled-coil protein 2 OS=Homo sapiens OX=9606 GN=CROCC2 PE=5 SV=4	2	2	2	2	3.3	3.3	3.3	62.942	548	548;1653	0.0018553	3.4112	86233	127050	4818.1	8991.3	1682	3908.2	303.89	3267.7	1684.5	3065.9	0	86233	127050	4818.1	8991.3	1682	3908.2	303.89	3267.7	1684.5	3065.9	0	6	6	6	6	4	5	1	4	4	5	0	17271000	6				1540	1365;1584	True;True	1381;1603	3565;3566;3567;4132;4133;4134	3579;3580;3581;4161;4162;4163	3581;4163				
sp|O43791|SPOP_HUMAN;sp|Q6IQ16|SPOPL_HUMAN	sp|O43791|SPOP_HUMAN;sp|Q6IQ16|SPOPL_HUMAN	1;1	1;1	1;1	sp|O43791|SPOP_HUMAN Speckle-type POZ protein OS=Homo sapiens OX=9606 GN=SPOP PE=1 SV=1;sp|Q6IQ16|SPOPL_HUMAN Speckle-type POZ protein-like OS=Homo sapiens OX=9606 GN=SPOPL PE=1 SV=1	2	1	1	1	2.1	2.1	2.1	42.132	374	374;392	0.36224	0.50912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1541	870	True	874	2254	2265	2265				
sp|O43809|CPSF5_HUMAN	sp|O43809|CPSF5_HUMAN	2	2	2	sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	1	2	2	2	7	7	7	26.227	227	227	0.0017637	2.943	143240	83458	12113	4730.3	3409.5	1350.5	3499.2	2678.2	3450.1	1915.7	0	143240	83458	12113	4730.3	3409.5	1350.5	3499.2	2678.2	3450.1	1915.7	0	6	6	6	5	5	3	6	6	6	4	0	13185000	6				1542	2820;3934	True;True	2862;3994	7238;7239;7240;7241;9928;9929	7275;7276;7277;7278;9981;9982	7277;9982				
sp|O43819|SCO2_HUMAN	sp|O43819|SCO2_HUMAN	1	1	1	sp|O43819|SCO2_HUMAN Protein SCO2 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=SCO2 PE=1 SV=3	1	1	1	1	3	3	3	29.81	266	266	0.42529	0.30826	8050.2	7999	1051.5	621.17	0	0	0	357.91	0	0	0	8050.2	7999	1051.5	621.17	0	0	0	357.91	0	0	0	2	2	2	2	0	0	0	1	0	0	0	6670800	2				1543	6682	True	6775	16287;16288	16365;16366	16366				
sp|O43829|ZBT14_HUMAN	sp|O43829|ZBT14_HUMAN	2	2	2	sp|O43829|ZBT14_HUMAN Zinc finger and BTB domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZBTB14 PE=1 SV=2	1	2	2	2	3.6	3.6	3.6	50.956	449	449	0.024485	1.2102	3795.8	4848.9	495.59	518.63	0	0	0	0	0	0	0	3795.8	4848.9	495.59	518.63	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	9668400	2				1544	240;6622	True;True	241;6714	636;16153	636;16231	636;16231				
sp|O43847|NRDC_HUMAN	sp|O43847|NRDC_HUMAN	1	1	1	sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3	1	1	1	1	0.9	0.9	0.9	131.7	1151	1151	0.43952	0.28916	12599	12738	1716.5	1318.1	0	714.33	415.41	402.54	0	0	0	12599	12738	1716.5	1318.1	0	714.33	415.41	402.54	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1936100	1				1545	2044	True	2077	5307	5337	5337				
sp|O43852|CALU_HUMAN	sp|O43852|CALU_HUMAN	1	1	1	sp|O43852|CALU_HUMAN Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2	1	1	1	1	2.2	2.2	2.2	37.106	315	315	0.061844	0.91863	60459	49837	5540.5	4433.8	1790.8	1884.3	773.08	1498.1	1461.7	1352.3	0	60459	49837	5540.5	4433.8	1790.8	1884.3	773.08	1498.1	1461.7	1352.3	0	3	3	3	3	3	3	1	2	3	2	0	6926300	3				1546	1820	True	1847	4739;4740;4741	4768;4769;4770	4770				
sp|O43866|CD5L_HUMAN	sp|O43866|CD5L_HUMAN	1	1	1	sp|O43866|CD5L_HUMAN CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1	1	1	1	1	2	2	2	38.087	347	347	0.54759	0.16664	2031700	1298400	141510	95923	47003	39586	43839	41737	52797	40042	2004.6	2031700	1298400	141510	95923	47003	39586	43839	41737	52797	40042	2004.6	2	2	2	2	2	2	2	2	2	2	1	80504000	2				1547	4133	True	4194	10399;10400	10453;10454	10453				
sp|O43900|PRIC3_HUMAN	sp|O43900|PRIC3_HUMAN	1	1	1	sp|O43900|PRIC3_HUMAN Prickle planar cell polarity protein 3 OS=Homo sapiens OX=9606 GN=PRICKLE3 PE=1 SV=2	1	1	1	1	1.1	1.1	1.1	68.608	615	615	0.20472	0.71558	135440	329120	11502	23800	565.36	1243.4	768.97	931.07	1349.9	753.24	0	135440	329120	11502	23800	565.36	1243.4	768.97	931.07	1349.9	753.24	0	1	1	1	1	1	1	1	1	1	1	0	14058000	1				1548	3405	True	3459	8675	8719	8719				
sp|O60218|AK1BA_HUMAN	sp|O60218|AK1BA_HUMAN	1	1	1	sp|O60218|AK1BA_HUMAN Aldo-keto reductase family 1 member B10 OS=Homo sapiens OX=9606 GN=AKR1B10 PE=1 SV=2	1	1	1	1	2.2	2.2	2.2	36.019	316	316	0.36364	0.4827	112020	145340	7629.4	8662.9	2578	2825	2101.7	3481.1	2342.6	2669.4	0	112020	145340	7629.4	8662.9	2578	2825	2101.7	3481.1	2342.6	2669.4	0	3	3	3	3	3	3	3	3	3	3	0	42605000	3				1549	2589	True	2629	6656;6657;6658	6693;6694;6695	6693				
sp|P60983|GMFB_HUMAN;sp|O60234|GMFG_HUMAN	sp|P60983|GMFB_HUMAN;sp|O60234|GMFG_HUMAN	1;1	1;1	1;1	sp|P60983|GMFB_HUMAN Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2;sp|O60234|GMFG_HUMAN Glia maturation factor gamma OS=Homo sapiens OX=9606 GN=GMFG PE=1 SV=1	2	1	1	1	6.3	6.3	6.3	16.713	142	142;142	0.0016835	2.4899	68141	128910	3984.1	7535.1	1413.2	5054.3	486.62	4421.1	1277.6	4317.8	0	68141	128910	3984.1	7535.1	1413.2	5054.3	486.62	4421.1	1277.6	4317.8	0	4	4	4	4	2	4	1	4	2	4	0	12616000	4				1550	4161	True	4223	10485;10486;10487;10488	10541;10542;10543;10544	10542				
sp|O60241|AGRB2_HUMAN	sp|O60241|AGRB2_HUMAN	1	1	1	sp|O60241|AGRB2_HUMAN Adhesion G protein-coupled receptor B2 OS=Homo sapiens OX=9606 GN=ADGRB2 PE=1 SV=2	1	1	1	1	0.4	0.4	0.4	172.65	1585	1585	0.54644	0.16664	10749	6299	632.72	0	0	269.93	215.8	0	260.3	0	0	10749	6299	632.72	0	0	269.93	215.8	0	260.3	0	0	1	1	1	0	0	1	1	0	1	0	0	1082700	1				1551	6217	True	6307	15215	15291	15291				
sp|O60242|AGRB3_HUMAN	sp|O60242|AGRB3_HUMAN	1	1	1	sp|O60242|AGRB3_HUMAN Adhesion G protein-coupled receptor B3 OS=Homo sapiens OX=9606 GN=ADGRB3 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	171.52	1522	1522	0.38756	0.40723	813930	557480	56051	40161	14194	13254	15799	13346	16678	13167	356.24	813930	557480	56051	40161	14194	13254	15799	13346	16678	13167	356.24	4	4	4	4	3	3	3	4	3	3	1	32568000	4				1552	2659	True	2699	6830;6831;6832;6833	6867;6868;6869;6870	6868				
sp|O60244|MED14_HUMAN	sp|O60244|MED14_HUMAN	1	1	1	sp|O60244|MED14_HUMAN Mediator of RNA polymerase II transcription subunit 14 OS=Homo sapiens OX=9606 GN=MED14 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	160.6	1454	1454	0.59412	-0.11442	8374.1	7453.6	800.1	671.93	295.4	414.09	0	294.71	314.74	0	0	8374.1	7453.6	800.1	671.93	295.4	414.09	0	294.71	314.74	0	0	1	1	1	1	1	1	0	1	1	0	0	1281600	1				1553	5798	True	5882	14141	14211	14211				
sp|Q14558|KPRA_HUMAN;sp|O60256|KPRB_HUMAN	sp|Q14558|KPRA_HUMAN;sp|O60256|KPRB_HUMAN	1;1	1;1	1;1	sp|Q14558|KPRA_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens OX=9606 GN=PRPSAP1 PE=1 SV=2;sp|O60256|KPRB_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1	2	1	1	1	3.9	3.9	3.9	39.393	356	356;369	0.01511	1.4259	33453	24771	3226.2	1306.5	321.38	346.35	521.91	0	465.13	273.05	0	33453	24771	3226.2	1306.5	321.38	346.35	521.91	0	465.13	273.05	0	2	2	2	2	1	1	1	0	1	1	0	5657700	2				1554	1649	True	1670	4312;4313	4341;4342	4342				
sp|O60284|ST18_HUMAN;sp|Q01538|MYT1_HUMAN;sp|Q9UL68|MYT1L_HUMAN	sp|O60284|ST18_HUMAN;sp|Q01538|MYT1_HUMAN;sp|Q9UL68|MYT1L_HUMAN	1;1;1	1;1;1	1;1;1	sp|O60284|ST18_HUMAN Suppression of tumorigenicity 18 protein OS=Homo sapiens OX=9606 GN=ST18 PE=1 SV=1;sp|Q01538|MYT1_HUMAN Myelin transcription factor 1 OS=Homo sapiens OX=9606 GN=MYT1 PE=1 SV=2;sp|Q9UL68|MYT1L_HUMAN Myelin transcription factor 1-like pr	3	1	1	1	0.8	0.8	0.8	115.15	1047	1047;1121;1186	0.50928	0.19869	6794.3	4145.3	766.62	581.11	0	0	0	0	0	0	0	6794.3	4145.3	766.62	581.11	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1833300	1				1555	5320	True	5403	13011	13073	13073				
sp|O60285|NUAK1_HUMAN	sp|O60285|NUAK1_HUMAN	1	1	1	sp|O60285|NUAK1_HUMAN NUAK family SNF1-like kinase 1 OS=Homo sapiens OX=9606 GN=NUAK1 PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	74.304	661	661	0.45352	0.24705	19517	22431	1434	1576.2	501.17	936.54	0	764.11	305.61	634.93	0	19517	22431	1434	1576.2	501.17	936.54	0	764.11	305.61	634.93	0	1	1	1	1	1	1	0	1	1	1	0	2691000	1				1556	5492	True	5576	13394	13464	13464				
sp|O60293|ZC3H1_HUMAN	sp|O60293|ZC3H1_HUMAN	1	1	1	sp|O60293|ZC3H1_HUMAN Zinc finger C3H1 domain-containing protein OS=Homo sapiens OX=9606 GN=ZFC3H1 PE=1 SV=3	1	1	1	1	0.4	0.4	0.4	226.35	1989	1989	0.36701	0.45052	202190	4949.8	13292	0	3382.2	0	4175	0	3929.8	0	0	202190	4949.8	13292	0	3382.2	0	4175	0	3929.8	0	0	3	3	3	0	3	0	3	0	3	0	0	13838000	3				1557	4452	True	4525	11206;11207;11208	11264;11265;11266	11266				
sp|O60296|TRAK2_HUMAN	sp|O60296|TRAK2_HUMAN	1	1	1	sp|O60296|TRAK2_HUMAN Trafficking kinesin-binding protein 2 OS=Homo sapiens OX=9606 GN=TRAK2 PE=1 SV=2	1	1	1	1	0.9	0.9	0.9	101.42	914	914	0.51119	0.19869	17006	8223.9	1114.1	399.22	0	269.99	249.55	236.86	361.9	238.46	0	17006	8223.9	1114.1	399.22	0	269.99	249.55	236.86	361.9	238.46	0	2	2	2	1	0	1	1	1	1	1	0	6465000	2				1558	6620	True	6712	16148;16149	16226;16227	16226				
sp|O60299|LZTS3_HUMAN	sp|O60299|LZTS3_HUMAN	1	1	1	sp|O60299|LZTS3_HUMAN Leucine zipper putative tumor suppressor 3 OS=Homo sapiens OX=9606 GN=LZTS3 PE=2 SV=1	1	1	1	1	1	1	1	71.79	673	673	0.46389	0.23393	6703	9819.9	408.74	395.26	0	0	0	0	0	0	0	6703	9819.9	408.74	395.26	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	2814300	1				1559	4780	True	4856	11847	11905	11905				
sp|O60306|AQR_HUMAN	sp|O60306|AQR_HUMAN	1	1	1	sp|O60306|AQR_HUMAN RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4	1	1	1	1	0.5	0.5	0.5	171.29	1485	1485	0.090503	0.84237	148570	13057	7369	327	3844.3	642.67	3461.5	686.01	2784.1	493.95	0	148570	13057	7369	327	3844.3	642.67	3461.5	686.01	2784.1	493.95	0	2	2	2	1	2	1	2	1	2	1	0	8200100	2				1560	6102	True	6188	14913;14914	14988;14989	14989				
sp|O60309|L37A3_HUMAN	sp|O60309|L37A3_HUMAN	1	1	1	sp|O60309|L37A3_HUMAN Leucine-rich repeat-containing protein 37A3 OS=Homo sapiens OX=9606 GN=LRRC37A3 PE=2 SV=2	1	1	1	1	0.5	0.5	0.5	180.62	1634	1634	0.59052	-0.082377	909.16	548.98	0	0	0	0	0	0	0	0	0	909.16	548.98	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7874500	1				1561	3226	True	3275	8229	8272	8272				
sp|O60312|AT10A_HUMAN	sp|O60312|AT10A_HUMAN	1	1	1	sp|O60312|AT10A_HUMAN Probable phospholipid-transporting ATPase VA OS=Homo sapiens OX=9606 GN=ATP10A PE=2 SV=2	1	1	1	1	0.5	0.5	0.5	167.69	1499	1499	0.16874	0.75958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1562	3494	True	3547	8871	8917	8917				
sp|O60331|PI51C_HUMAN	sp|O60331|PI51C_HUMAN	1	1	1	sp|O60331|PI51C_HUMAN Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Homo sapiens OX=9606 GN=PIP5K1C PE=1 SV=2	1	1	1	1	1	1	1	73.259	668	668	0.56623	0.16664	24756	200450	0	11591	0	724.91	0	0	0	0	0	24756	200450	0	11591	0	724.91	0	0	0	0	0	4	4	0	4	0	2	0	0	0	0	0	10746000	4				1563	5846	True	5929	14232;14233;14234;14235	14302;14303;14304;14305	14302				
sp|O60346|PHLP1_HUMAN	sp|O60346|PHLP1_HUMAN	1	1	1	sp|O60346|PHLP1_HUMAN PH domain leucine-rich repeat-containing protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PHLPP1 PE=1 SV=3	1	1	1	1	1.1	1.1	1.1	184.67	1717	1717	0.44314	0.27303	12064	8108.1	1021.3	944.65	0	0	0	257.96	634.04	0	0	12064	8108.1	1021.3	944.65	0	0	0	257.96	634.04	0	0	1	1	1	1	0	0	0	1	1	0	0	2166200	1				1564	2864	True	2906	7356	7394	7394				
sp|O60437|PEPL_HUMAN	sp|O60437|PEPL_HUMAN	1	1	1	sp|O60437|PEPL_HUMAN Periplakin OS=Homo sapiens OX=9606 GN=PPL PE=1 SV=4	1	1	1	1	0.4	0.4	0.4	204.74	1756	1756	0.36783	0.45299	20326	18287	1691.9	1810.1	0	486.74	0	0	330	271.18	0	20326	18287	1691.9	1810.1	0	486.74	0	0	330	271.18	0	4	4	3	3	0	1	0	0	1	1	0	12965000	4				1565	1838	True	1865	4788;4789;4790;4791	4817;4818;4819;4820	4820				
sp|O60469|DSCAM_HUMAN	sp|O60469|DSCAM_HUMAN	1	1	1	sp|O60469|DSCAM_HUMAN Down syndrome cell adhesion molecule OS=Homo sapiens OX=9606 GN=DSCAM PE=1 SV=2	1	1	1	1	0.4	0.4	0.4	222.26	2012	2012	0.32113	0.60384	3331.1	14809	0	876.54	0	0	0	0	0	0	0	3331.1	14809	0	876.54	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	3539600	1				1566	4230	True	4294	10641	10697	10697				
sp|O60506|HNRPQ_HUMAN	sp|O60506|HNRPQ_HUMAN	9	9	4	sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	1	9	9	4	14.4	14.4	6.9	69.602	623	623	0	25.608	1650100	1427900	113990	100300	36504	45764	33624	44950	35821	43256	0	1650100	1427900	113990	100300	36504	45764	33624	44950	35821	43256	0	33	33	33	33	28	29	27	30	29	30	0	190270000	33				1567	269;336;1241;1358;1824;3311;3720;5674;6365	True;True;True;True;True;True;True;True;True	270;338;1251;1374;1851;3365;3776;5757;6456	708;709;710;859;860;861;862;3205;3206;3207;3545;3546;3547;3548;4752;4753;4754;4755;8443;8444;8445;8446;9395;9396;9397;9398;13817;13818;13819;15551;15552;15553;15554	708;709;710;864;865;866;867;3218;3219;3220;3559;3560;3561;3562;4781;4782;4783;4784;8487;8488;8489;8490;9441;9442;9443;9444;13887;13888;13889;15628;15629;15630;15631	710;865;3220;3562;4782;8490;9443;13889;15630				
sp|O60508|PRP17_HUMAN	sp|O60508|PRP17_HUMAN	1	1	1	sp|O60508|PRP17_HUMAN Pre-mRNA-processing factor 17 OS=Homo sapiens OX=9606 GN=CDC40 PE=1 SV=1	1	1	1	1	1.6	1.6	1.6	65.521	579	579	0.2961	0.6343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1568	5834	True	5917	14202	14272	14272				
sp|O60522|TDRD6_HUMAN	sp|O60522|TDRD6_HUMAN	2	2	2	sp|O60522|TDRD6_HUMAN Tudor domain-containing protein 6 OS=Homo sapiens OX=9606 GN=TDRD6 PE=2 SV=2	1	2	2	2	0.7	0.7	0.7	236.51	2096	2096	0.39033	0.40443	117740	100250	6790.8	6346.4	3094.5	4080.6	2820	3166	2479.9	3040.7	0	117740	100250	6790.8	6346.4	3094.5	4080.6	2820	3166	2479.9	3040.7	0	4	4	3	3	3	3	3	3	3	3	0	102300000	4				1569	4841;5693	True;True	4917;5776	11980;11981;11982;13863	12038;12039;12040;13933	12038;13933				
sp|O60568|PLOD3_HUMAN	sp|O60568|PLOD3_HUMAN	1	1	1	sp|O60568|PLOD3_HUMAN Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 OS=Homo sapiens OX=9606 GN=PLOD3 PE=1 SV=1	1	1	1	1	0.9	0.9	0.9	84.784	738	738	0.61694	-0.29983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1570	5860	True	5943	14272	14342	14342				
sp|O60664|PLIN3_HUMAN	sp|O60664|PLIN3_HUMAN	1	1	1	sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	1	1	1	1	2.1	2.1	2.1	47.074	434	434	0.001626	2.3332	30133	69937	1953.2	4237.6	658.32	1980.8	761.14	1645.5	0	1922.1	0	30133	69937	1953.2	4237.6	658.32	1980.8	761.14	1645.5	0	1922.1	0	3	3	2	3	2	3	2	2	0	2	0	6792800	3				1571	2229	True	2264	5761;5762;5763	5796;5797;5798	5798				
sp|P41567|EIF1_HUMAN;sp|O60739|EIF1B_HUMAN	sp|P41567|EIF1_HUMAN;sp|O60739|EIF1B_HUMAN	1;1	1;1	1;1	sp|P41567|EIF1_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;sp|O60739|EIF1B_HUMAN Eukaryotic translation initiation factor 1b OS=Homo sapiens OX=9606 GN=EIF1B PE=1 SV=2	2	1	1	1	14.2	14.2	14.2	12.732	113	113;113	0.015172	1.4335	12236	10760	408.5	647.62	686.31	334.54	255.82	335.13	618.57	404.17	0	12236	10760	408.5	647.62	686.31	334.54	255.82	335.13	618.57	404.17	0	2	2	1	2	2	1	1	1	1	1	0	6344900	2				1572	2249	True	2284	5799;5800	5834;5835	5835				
sp|O60749|SNX2_HUMAN;sp|Q13596|SNX1_HUMAN	sp|O60749|SNX2_HUMAN;sp|Q13596|SNX1_HUMAN	1;1	1;1	1;1	sp|O60749|SNX2_HUMAN Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2;sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3	2	1	1	1	2.1	2.1	2.1	58.47	519	519;522	0.3309	0.58545	9689.4	16432	757.85	2082.3	0	809.45	0	869.06	592.94	767.44	0	9689.4	16432	757.85	2082.3	0	809.45	0	869.06	592.94	767.44	0	1	1	1	1	0	1	0	1	1	1	0	2551900	1				1573	515	True	518	1322	1328	1328				
